id,type,title,director,country,release_year,rating,duration,listed_in
241,Movie,Monster High: Great Scarrier Reef,William Lau,United States,2016,TV-Y7,72 min,Children & Family Movies
242,Movie,'76,Izu Ojukwu,Nigeria,2016,TV-PG,118 min,"Dramas, International Movies"
243,Movie,Willy Wonka & the Chocolate Factory,Mel Stuart,United States,1971,G,100 min,"Children & Family Movies, Classic Movies, Comedies"
244,Movie,Night on Earth: Shot in the Dark,Not Given,United Kingdom,2020,TV-PG,59 min,Movies
245,TV Show,Super Bheem,Not Given,India,2019,TV-Y,1 Season,Kids' TV
246,TV Show,Abby Hatcher,Kyran Kelly,United States,2019,TV-Y,1 Season,Kids' TV
247,Movie,Kung Fu Panda: Holiday,Tim Johnson,United States,2010,TV-PG,26 min,"Children & Family Movies, Comedies"
248,Movie,A StoryBots Space Adventure,David A. Vargas,The Shire,2021,TV-Y,13 min,Children & Family Movies
249,Movie,Dragonheart: A New Beginning,Doug Lefler,United States,2000,PG,84 min,"Action & Adventure, Sci-Fi & Fantasy"
250,TV Show,The Next Step,Not Given,Canada,2018,TV-G,1 Season,"Kids' TV, Reality TV, TV Dramas"
251,TV Show,Julie and the Phantoms,Kenny Ortega,United States,2020,TV-G,1 Season,"Kids' TV, TV Comedies"
252,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,United States,2020,TV-PG,99 min,"Children & Family Movies, Music & Musicals"
253,TV Show,Everyday Miracles,Not Given,United Kingdom,2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows"
254,TV Show,Angry Birds,Not Given,Finland,2018,TV-Y7,1 Season,"Kids' TV, TV Comedies"
255,TV Show,The Healing Powers of Dude,Not Given,Pakistan,2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas"
256,Movie,Dries,Reiner Holzemer,Germany,2017,TV-PG,89 min,"Documentaries, International Movies"
257,TV Show,Let’s Eat,Not Given,South Korea,2013,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
258,Movie,Muppets Most Wanted,James Bobin,United States,2014,PG,110 min,"Children & Family Movies, Comedies"
259,Movie,Isa Pa with Feelings,Prime Cruz,Philippines,2019,TV-G,102 min,"International Movies, Romantic Movies"
260,TV Show,Goldie & Bear,Not Given,United States,2017,TV-Y,2 Seasons,Kids' TV
261,TV Show,Sym-Bionic Titan,Not Given,United States,2010,TV-PG,1 Season,Kids' TV
262,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,United States,2014,TV-Y7,22 min,Movies
263,Movie,Sky Tour: The Movie,Nguyen Thanh Tung,Vietnam,2020,TV-G,93 min,"Documentaries, International Movies, Music & Musicals"
264,TV Show,Tiny House Nation,Not Given,United States,2019,TV-PG,2 Seasons,Reality TV
265,Movie,NOVA: Poisoned Water,Llewellyn M. Smith,United States,2017,TV-PG,54 min,Documentaries
266,Movie,Dog Gone Trouble,Kevin Johnson,The Shire,2021,TV-Y7,88 min,"Children & Family Movies, Comedies"
267,TV Show,My MVP Valentine,Not Given,Taiwan,2002,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
268,Movie,My Little Pony: A New Generation,"Robert Cullen, José Luis Ucha",Not Given,2021,PG,91 min,Children & Family Movies
269,Movie,Together For Eternity,Sooraj R. Barjatya,India,1999,TV-G,176 min,"Dramas, International Movies, Music & Musicals"
270,Movie,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar",India,2009,TV-PG,120 min,"Dramas, Independent Movies, International Movies"
271,TV Show,Bh Se Bhade,Not Given,India,2013,TV-PG,1 Season,"International TV Shows, TV Comedies"
272,TV Show,Buddha,Not Given,Pakistan,2013,TV-PG,1 Season,"International TV Shows, TV Dramas"
273,TV Show,Danger Mouse,Not Given,United Kingdom,2016,TV-Y7,2 Seasons,"British TV Shows, Kids' TV"
274,Movie,Santa Pac's Merry Berry Day,Moto Sakakibara,Not Given,2016,TV-Y,44 min,Movies
275,Movie,Pacificum: Return to the Ocean,"Mariana Tschudi, Héctor Gálvez",Peru,2017,TV-G,74 min,"Documentaries, International Movies"
276,Movie,A Very Country Christmas,Justin G. Dyck,United States,2017,TV-G,84 min,"Music & Musicals, Romantic Movies"
277,TV Show,Southern Survival,Not Given,United States,2020,TV-PG,1 Season,Reality TV
278,Movie,Meet the In-Laws,Niyi Akinmolayan,Nigeria,2017,TV-PG,75 min,"Comedies, Dramas, International Movies"
279,Movie,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",United States,2020,TV-G,85 min,Documentaries
280,TV Show,Stand Up and Away! with Brian Regan,Not Given,United States,2018,TV-PG,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
281,Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,India,2018,TV-PG,124 min,"Dramas, International Movies"
282,Movie,Auschwitz: Blueprints of Genocide,Mike Rossiter,United Kingdom,1994,TV-PG,49 min,Documentaries
283,Movie,3 Heroines,Iman Brotoseno,Indonesia,2016,TV-PG,124 min,"Dramas, International Movies, Sports Movies"
284,Movie,Aggretsuko: We Wish You a Metal Christmas,Rarecho,Japan,2018,TV-PG,22 min,Movies
285,TV Show,The American Bible Challenge,Michael Simon,United States,2014,TV-G,1 Season,Reality TV
286,TV Show,Ask the Doctor,Not Given,Australia,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
287,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",China,2018,TV-PG,74 min,"Anime Features, International Movies, Romantic Movies"
288,Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,United States,2011,TV-Y,32 min,Children & Family Movies
289,Movie,Secret,Jay Chou,Hong Kong,2007,TV-PG,101 min,"Dramas, International Movies, Music & Musicals"
290,TV Show,Mighty Morphin Alien Rangers,Not Given,Pakistan,1996,TV-Y7,1 Season,Kids' TV
291,TV Show,Pui Pui Molcar,Not Given,Japan,2021,TV-Y7,1 Season,Kids' TV
292,Movie,Tukaram,Chandrakant Kulkarni,India,2012,TV-PG,162 min,"Dramas, Faith & Spirituality, International Movies"
293,Movie,Once in a Lifetime Sessions with OneRepublic,Not Given,United States,2018,TV-PG,73 min,"Documentaries, Music & Musicals"
294,TV Show,Mighty Express,Not Given,United States,2021,TV-Y,4 Seasons,Kids' TV
295,TV Show,Monty Don's French Gardens,Rachel Bell,United Kingdom,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows"
296,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das",Not Given,2020,TV-Y7,87 min,Children & Family Movies
297,Movie,Jimmy Neutron: Boy Genius,John A. Davis,United States,2001,G,83 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
298,Movie,Hantu Kak Limah,Mamat Khalid,Malaysia,2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies"
299,Movie,Ottaal,Jayaraj Rajasekharan Nair,India,2014,TV-PG,88 min,"Dramas, International Movies"
300,TV Show,Hoarders,Not Given,Pakistan,2020,TV-PG,1 Season,Reality TV
301,Movie,Holiday Rush,Leslie Small,United States,2019,TV-PG,94 min,"Children & Family Movies, Dramas"
302,Movie,Russell Madness,Robert Vince,United States,2015,PG,93 min,"Children & Family Movies, Comedies, Sports Movies"
303,TV Show,A Little Help with Carol Burnett,Not Given,United States,2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
304,Movie,Birders,Otilia Portillo Padua,United States,2019,TV-G,38 min,"Documentaries, International Movies"
305,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,United States,1984,PG,119 min,"Action & Adventure, Children & Family Movies, Classic Movies"
306,Movie,Story of Kale: When Someone's in Love,Angga Dwimas Sasongko,Indonesia,2020,TV-PG,78 min,"Dramas, International Movies, Romantic Movies"
307,TV Show,Legend Quest,Not Given,Mexico,2017,TV-Y7,1 Season,Kids' TV
308,Movie,Samudri Lootere,Anirban Majumder,The Shire,2018,TV-Y,65 min,Children & Family Movies
309,Movie,Kyun! Ho Gaya Na,Samir Karnik,India,2004,TV-PG,165 min,"International Movies, Romantic Movies"
310,Movie,WWII: Report from the Aleutians,John Huston,United States,1943,TV-PG,45 min,Documentaries
311,Movie,Tom and Jerry: The Magic Ring,Phil Roman,Not Given,2001,TV-Y7,60 min,"Children & Family Movies, Comedies"
312,Movie,The Larva Island Movie,Ahn Byoung-wook,South Korea,2020,TV-Y7,91 min,"Children & Family Movies, Comedies"
313,Movie,93 Days,Steve Gukas,Nigeria,2016,TV-PG,121 min,"Dramas, International Movies, Thrillers"
314,Movie,,,United States,2013,NR,75 min,Stand-Up Comedy
315,TV Show,Classic Legends,Not Given,India,2012,TV-PG,1 Season,"Docuseries, International TV Shows"
316,Movie,Open Season: Scared Silly,David Feiss,United States,2015,PG,85 min,"Children & Family Movies, Comedies"
317,TV Show,Penguin Town,Not Given,Pakistan,2021,TV-PG,1 Season,"Docuseries, Science & Nature TV"
318,TV Show,No Tomorrow,Not Given,United States,2016,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
319,Movie,What's Your Raashee?,Ashutosh Gowariker,India,2009,TV-PG,203 min,"Comedies, International Movies, Music & Musicals"
320,TV Show,Chasing Monsters,Not Given,Canada,2016,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV"
321,Movie,,,Australia,1981,NR,86 min,"Classic Movies, Dramas"
322,Movie,Skydancers,Fredric Lean,United States,2014,TV-G,49 min,"Documentaries, Sports Movies"
323,Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,India,2013,TV-Y7,64 min,Children & Family Movies
324,Movie,Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl",Germany,2013,TV-G,52 min,"Documentaries, International Movies"
325,Movie,Aalorukkam,V C Abhilash,India,2018,TV-PG,122 min,"Dramas, Independent Movies, International Movies"
326,Movie,The App That Stole Christmas,Monica Floyd,United States,2020,TV-PG,64 min,"Children & Family Movies, Comedies"
327,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball",The Shire,2019,TV-Y,24 min,Children & Family Movies
328,Movie,She Did That,Not Given,United States,2019,TV-PG,71 min,Documentaries
329,Movie,Camp Cool Kids,Lisa Arnold,United States,2017,TV-G,104 min,"Children & Family Movies, Comedies, Dramas"
330,TV Show,Eden,Not Given,Pakistan,2021,TV-PG,1 Season,"Anime Series, International TV Shows"
331,TV Show,The Baker and the Beauty,Not Given,Israel,2020,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
332,Movie,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,India,2013,TV-Y7,64 min,Children & Family Movies
333,TV Show,Crazy Delicious,Not Given,United Kingdom,2020,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV"
334,Movie,Walt Disney Animation Studios Short Films Collection,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn",The Shire,2015,TV-Y,90 min,Children & Family Movies
335,TV Show,Talking Tom and Friends,Not Given,Cyprus,2017,TV-Y,1 Season,"Kids' TV, TV Comedies"
336,TV Show,Beast Legends,Not Given,Canada,2010,TV-PG,1 Season,Docuseries
337,Movie,Scales: Mermaids Are Real,Kevan Peterson,The Shire,2017,PG,93 min,Children & Family Movies
338,Movie,Bogda,Nisheeta Keni,India,2018,TV-PG,161 min,"Dramas, International Movies"
339,TV Show,Power Battle Watch Car,Not Given,Pakistan,2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows"
340,Movie,Bright Star,Jane Campion,United Kingdom,2009,PG,119 min,"Dramas, Romantic Movies"
341,Movie,The Christmas Chronicles,Clay Kaytis,United States,2018,TV-PG,104 min,"Children & Family Movies, Comedies"
342,Movie,Going for Gold,Clay Glen,Australia,2018,TV-G,88 min,"Children & Family Movies, Dramas, International Movies"
343,Movie,A Family Affair,Tom Fassaert,Netherlands,2015,TV-PG,111 min,"Documentaries, International Movies"
344,Movie,Dragonkala Ka Rahasya,Rajiv Chilaka,India,2018,TV-Y,68 min,Children & Family Movies
345,TV Show,Cocomelon,Not Given,United States,2021,TV-Y,3 Seasons,Kids' TV
346,Movie,Full Out 2: You Got This!,Jeff Deverett,United States,2020,TV-Y,91 min,"Children & Family Movies, Dramas, Sports Movies"
347,TV Show,DreamWorks Holiday Classics,Not Given,United States,2011,TV-PG,1 Season,"Kids' TV, TV Comedies"
348,Movie,Headspace: Unwind Your Mind,Not Given,Pakistan,2021,TV-G,273 min,Documentaries
349,TV Show,Code Lyoko,Not Given,France,2007,TV-Y7,4 Seasons,Kids' TV
350,Movie,Kung Fu Magoo,Andrés Couturier,Mexico,2010,TV-Y7,79 min,"Children & Family Movies, Comedies"
351,Movie,Carmen Sandiego: To Steal or Not to Steal,Jos Humphrey,Canada,2020,TV-Y7,82 min,Children & Family Movies
352,Movie,Garuda in My Heart 2,Rudy Soedjarwo,Indonesia,2011,TV-PG,95 min,"Children & Family Movies, Dramas, Sports Movies"
353,Movie,NOVA: Secrets of the Shining Knight,Peter Yost,United States,2017,TV-PG,53 min,Documentaries
354,Movie,For Grace,"Mark Helenowski, Kevin Pang",United States,2015,TV-PG,92 min,Documentaries
355,Movie,Doob: No Bed of Roses,Mostofa Sarwar Farooki,Bangladesh,2017,TV-PG,104 min,"Dramas, Independent Movies, International Movies"
356,Movie,Siddhant,Vivek Wagh,India,2014,TV-G,105 min,"Dramas, Independent Movies, International Movies"
357,Movie,Hitler's Olympics,Daniel Kontur,United Kingdom,2016,TV-PG,44 min,"Documentaries, Sports Movies"
358,TV Show,Color of Woman,Not Given,South Korea,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
359,Movie,Motu Patlu in Octupus World,Suhas Kadav,India,2017,TV-Y,81 min,"Children & Family Movies, Comedies"
360,Movie,Garfield Gets Real,"Mark A.Z. Dippé, Kyung Ho Lee",United States,2007,TV-Y,78 min,"Children & Family Movies, Comedies"
361,Movie,Bheemayan,Rajiv Chilaka,India,2018,TV-Y,63 min,Children & Family Movies
362,Movie,Magic Snowflake,Luc Vinciguerra,France,2013,TV-Y,73 min,Children & Family Movies
363,TV Show,Pokémon: Indigo League,Not Given,Japan,2000,TV-Y7,1 Season,"Anime Series, Kids' TV"
364,Movie,New York Minute,Dennie Gordon,United States,2004,PG,91 min,"Children & Family Movies, Comedies"
365,Movie,Super Monsters Furever Friends,Not Given,Pakistan,2019,TV-Y,59 min,Children & Family Movies
366,Movie,An American Tail,Don Bluth,The Shire,1986,G,80 min,Children & Family Movies
367,Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,1981,TV-PG,92 min,"Comedies, International Movies"
368,Movie,Holly Star,Michael A. Nickles,United States,2018,PG,92 min,"Children & Family Movies, Comedies, Romantic Movies"
369,TV Show,Barbie Dreamhouse Adventures,Not Given,United States,2018,TV-Y,3 Seasons,Kids' TV
370,Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen",Netherlands,2018,TV-PG,81 min,"Comedies, International Movies"
371,TV Show,Pablo,Not Given,United Kingdom,2017,TV-Y,1 Season,"British TV Shows, Kids' TV"
372,Movie,Ferrari Ki Sawaari,Rajesh Mapuskar,India,2012,TV-PG,133 min,"Comedies, International Movies, Sports Movies"
373,Movie,Jaws,Steven Spielberg,United States,1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas"
374,TV Show,THE UNLISTED,Not Given,Australia,2019,TV-PG,1 Season,"Kids' TV, TV Thrillers"
375,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,India,2013,TV-PG,53 min,"Documentaries, International Movies, Music & Musicals"
376,Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,India,2017,TV-Y,78 min,Children & Family Movies
377,Movie,Rocky III,Sylvester Stallone,United States,1982,PG,100 min,"Dramas, Sports Movies"
378,TV Show,The House That Made Me,Not Given,India,2015,TV-PG,3 Seasons,"International TV Shows, Reality TV"
379,Movie,Go Karts,Owen Trevor,Australia,2020,TV-PG,103 min,"Children & Family Movies, Dramas"
380,Movie,,,United Kingdom,2017,NR,106 min,Dramas
381,TV Show,LEGO Jurassic World: Secret Exhibit,Not Given,United States,2018,TV-Y,1 Season,Kids' TV
382,Movie,The Spiderwick Chronicles,Mark Waters,United States,2008,PG,97 min,Children & Family Movies
383,TV Show,Bake Squad,Not Given,United States,2021,TV-PG,1 Season,Reality TV
384,TV Show,Spy Kids: Mission Critical,Not Given,United States,2018,TV-Y7,2 Seasons,Kids' TV
385,Movie,Scandal in Sorrento,Dino Risi,Italy,1955,TV-PG,93 min,"Classic Movies, Comedies, Independent Movies"
386,Movie,The Boy Who Cried Werewolf,Eric Bross,United States,2010,TV-Y,86 min,"Children & Family Movies, Comedies"
387,Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama",Japan,2020,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies"
388,Movie,The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,2017,TV-PG,90 min,"Comedies, International Movies, Romantic Movies"
389,Movie,Story of an Egg,Raj B. Shetty,India,2017,TV-PG,132 min,"Comedies, International Movies, Romantic Movies"
390,TV Show,Cinta Iris,Not Given,Pakistan,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
391,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball",The Shire,2019,TV-Y,24 min,Children & Family Movies
392,Movie,Miss India,Narendra Nath,India,2020,TV-PG,136 min,"Dramas, International Movies"
393,Movie,,,France,1974,UR,103 min,"Dramas, International Movies, Romantic Movies"
394,Movie,Naruto Shippûden the Movie: The Will of Fire,Masahiko Murata,Japan,2009,TV-PG,96 min,"Action & Adventure, Anime Features, International Movies"
395,TV Show,Legend Quest: Masters of Myth,Not Given,Mexico,2019,TV-Y7,1 Season,"Kids' TV, Spanish-Language TV Shows"
396,Movie,Secrets of the Saqqara Tomb,James Tovell,United States,2020,TV-PG,114 min,Documentaries
397,Movie,Our Shining Days,Not Given,China,2017,TV-PG,103 min,"Comedies, Dramas, International Movies"
398,Movie,Power Rangers: Megaforce: Raising Spirits,Not Given,United States,2013,TV-Y7,24 min,Children & Family Movies
399,Movie,,,Mexico,2014,NR,79 min,"Comedies, International Movies, Romantic Movies"
400,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Not Given,2018,TV-G,48 min,"Documentaries, International Movies"
401,Movie,GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita",Japan,2018,TV-PG,91 min,"Action & Adventure, Anime Features, International Movies"
402,TV Show,Twogether,Not Given,South Korea,2020,TV-G,1 Season,"International TV Shows, Korean TV Shows, Reality TV"
403,Movie,,,United States,2013,NR,72 min,Stand-Up Comedy
404,TV Show,Saved by the Bell,Not Given,United States,1994,TV-PG,9 Seasons,"Kids' TV, TV Comedies"
405,Movie,Naledi: A Baby Elephant's Tale,"Ben Bowie, Geoff Luck",United States,2016,TV-PG,91 min,Documentaries
406,Movie,For the Love of Benji,Joe Camp,The Shire,1977,G,84 min,Children & Family Movies
407,Movie,Kartini: Princess of Java,Hanung Bramantyo,Indonesia,2017,TV-PG,118 min,"Dramas, International Movies"
408,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,United States,2015,TV-Y7,22 min,Children & Family Movies
409,Movie,Pocoyo Halloween: Space Halloween,Not Given,United States,2015,TV-Y,40 min,Movies
410,Movie,Ankhon Dekhi,Rajat Kapoor,India,2013,TV-PG,104 min,"Dramas, Independent Movies, International Movies"
411,Movie,Dhanak,Nagesh Kukunoor,India,2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies"
412,Movie,My Little Pony Equestria Girls: Rainbow Rocks,"Jayson Thiessen, Ishi Rudell",United States,2014,TV-Y,73 min,"Children & Family Movies, Comedies"
413,Movie,,,United States,2016,NR,93 min,Comedies
414,TV Show,The Legend of Korra,Not Given,United States,2014,TV-Y7,4 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
415,Movie,Nightbooks,David Yarovesky,Not Given,2021,TV-PG,103 min,Children & Family Movies
